v(drain) v(gate) v(source) i(vd) i(vg) i(vs) i(vb)
0.15 0.0 0.65 1.020999e-05 1.241978e-11 -1.021e-05 -4.26881e-14
0.2 0.0 0.65 9.375936e-06 1.238224e-11 -9.37595e-06 -3.56659e-14
0.25 0.0 0.65 8.573104e-06 1.241054e-11 -8.57312e-06 -2.95042e-14
0.3 0.0 0.65 7.800333e-06 1.249789e-11 -7.80035e-06 -2.41751e-14
0.35 0.0 0.65 7.054737e-06 1.265853e-11 -7.05475e-06 -1.95954e-14
0.4 0.0 0.65 6.329331e-06 1.291045e-11 -6.32934e-06 -1.56264e-14
0.45 0.0 0.65 5.605385e-06 1.327728e-11 -5.6054e-06 -1.23235e-14
0.5 0.0 0.65 4.823798e-06 1.379333e-11 -4.82381e-06 -9.82547e-15
0.55 0.0 0.65 3.805328e-06 1.45076e-11 -3.80534e-06 -7.99361e-15
0.6 0.0 0.65 2.258362e-06 1.545949e-11 -2.25838e-06 -6.88338e-15
0.65 0.0 0.65 -8.31645e-12 1.663904e-11 -8.31645e-12 -6.27276e-15
0.7 0.0 0.65 -3.58892e-06 2.204479e-11 3.588894e-06 -1.53211e-14
0.75 0.0 0.65 -8.86992e-06 2.888474e-11 8.869889e-06 -4.0995e-14
0.8 0.0 0.65 -1.54506e-05 3.746024e-11 1.545055e-05 -1.1191e-13
0.85 0.0 0.65 -2.29964e-05 4.812832e-11 2.299631e-05 -3.05117e-13
0.9 0.0 0.65 -3.1272e-05 6.143275e-11 3.127192e-05 -8.26422e-13
0.95 0.0 0.65 -4.01134e-05 7.831539e-11 4.011335e-05 -2.2197e-12
1.0 0.0 0.65 -4.94013e-05 1.006273e-10 4.940122e-05 -5.87147e-12
1.05 0.0 0.65 -5.9045e-05 1.322379e-10 5.904488e-05 -1.51134e-11
1.1 0.0 0.65 -6.89738e-05 1.809956e-10 6.897365e-05 -3.71735e-11
0.0 0.0 0.7 2.03638e-05 1.845635e-11 -2.03638e-05 -1.37806e-13
0.05 0.0 0.7 1.923571e-05 1.836458e-11 -1.92357e-05 -1.20293e-13
0.1 0.0 0.7 1.813081e-05 1.823769e-11 -1.81308e-05 -1.04361e-13
0.15 0.0 0.7 1.704809e-05 1.80875e-11 -1.70481e-05 -8.99281e-14
0.2 0.0 0.7 1.598669e-05 1.800252e-11 -1.59867e-05 -7.6994e-14
0.25 0.0 0.7 1.494518e-05 1.798449e-11 -1.49452e-05 -6.53921e-14
0.3 0.0 0.7 1.392081e-05 1.802684e-11 -1.39208e-05 -5.49005e-14
0.35 0.0 0.7 1.290807e-05 1.814427e-11 -1.29081e-05 -4.57412e-14
0.4 0.0 0.7 1.189527e-05 1.835572e-11 -1.18953e-05 -3.74978e-14
0.45 0.0 0.7 1.085493e-05 1.868664e-11 -1.08549e-05 -3.06699e-14
0.5 0.0 0.7 9.714984e-06 1.917437e-11 -9.715e-06 -2.498e-14
0.55 0.0 0.7 8.296554e-06 1.987159e-11 -8.29657e-06 -2.05669e-14
0.6 0.0 0.7 6.322259e-06 2.082167e-11 -6.32228e-06 -1.7486e-14
0.65 0.0 0.7 3.588894e-06 2.204479e-11 -3.58892e-06 -1.53211e-14
0.7 0.0 0.7 -1.17545e-11 2.352252e-11 -1.17545e-11 -1.37113e-14
0.75 0.0 0.7 -4.90368e-06 3.04359e-11 4.903651e-06 -3.6221e-14
0.8 0.0 0.7 -1.12417e-05 3.904215e-11 1.124168e-05 -9.91152e-14
0.85 0.0 0.7 -1.86385e-05 4.973686e-11 1.863843e-05 -2.70617e-13
0.9 0.0 0.7 -2.6829e-05 6.303336e-11 2.682893e-05 -7.35551e-13
0.95 0.0 0.7 -3.56312e-05 7.981107e-11 3.563113e-05 -1.98136e-12
1.0 0.0 0.7 -4.49153e-05 1.017778e-10 4.491522e-05 -5.25896e-12
1.05 0.0 0.7 -5.45843e-05 1.324959e-10 5.458419e-05 -1.36009e-11
1.1 0.0 0.7 -6.45629e-05 1.792521e-10 6.456272e-05 -3.36833e-11
0.0 0.0 0.75 2.874544e-05 2.587838e-11 -2.87455e-05 -2.84328e-13
0.05 0.0 0.75 2.746408e-05 2.571722e-11 -2.74641e-05 -2.50938e-13
0.1 0.0 0.75 2.619968e-05 2.552307e-11 -2.61997e-05 -2.20463e-13
0.15 0.0 0.75 2.494986e-05 2.530768e-11 -2.49499e-05 -1.93012e-13
0.2 0.0 0.75 2.371254e-05 2.515956e-11 -2.37126e-05 -1.68004e-13
0.25 0.0 0.75 2.248484e-05 2.508053e-11 -2.24849e-05 -1.45439e-13
0.3 0.0 0.75 2.126198e-05 2.506429e-11 -2.1262e-05 -1.25233e-13
0.35 0.0 0.75 2.003534e-05 2.512607e-11 -2.00354e-05 -1.07025e-13
0.4 0.0 0.75 1.878821e-05 2.528589e-11 -1.87882e-05 -9.07885e-14
0.45 0.0 0.75 1.748507e-05 2.557118e-11 -1.74851e-05 -7.65221e-14
0.5 0.0 0.75 1.604438e-05 2.602262e-11 -1.60444e-05 -6.43929e-14
0.55 0.0 0.75 1.429015e-05 2.669755e-11 -1.42902e-05 -5.44564e-14
0.6 0.0 0.75 1.196485e-05 2.764575e-11 -1.19649e-05 -4.70735e-14
0.65 0.0 0.75 8.869889e-06 2.888474e-11 -8.86992e-06 -4.0995e-14
0.7 0.0 0.75 4.903651e-06 3.04359e-11 -4.90368e-06 -3.6221e-14
0.75 0.0 0.75 -1.61213e-11 3.227482e-11 -1.61213e-11 -3.21687e-14
0.8 0.0 0.75 -6.11039e-06 4.0987e-11 6.110352e-06 -8.78186e-14
0.85 0.0 0.75 -1.33857e-05 5.17205e-11 1.33857e-05 -2.4053e-13
0.9 0.0 0.75 -2.15205e-05 6.503887e-11 2.152046e-05 -6.55143e-13
0.95 0.0 0.75 -3.03095e-05 8.176242e-11 3.030941e-05 -1.76903e-12
1.0 0.0 0.75 -3.96104e-05 1.034699e-10 3.961028e-05 -4.70959e-12
1.05 0.0 0.75 -4.93198e-05 1.334412e-10 4.931967e-05 -1.22339e-11
1.1 0.0 0.75 -5.93592e-05 1.784328e-10 5.93591e-05 -3.04961e-11
0.0 0.0 0.8 3.775064e-05 3.53138e-11 -3.77507e-05 -6.31717e-13
0.05 0.0 0.8 3.634488e-05 3.504841e-11 -3.63449e-05 -5.61107e-13
0.1 0.0 0.8 3.495183e-05 3.475469e-11 -3.49519e-05 -4.9738e-13
0.15 0.0 0.8 3.356753e-05 3.444414e-11 -3.35676e-05 -4.39565e-13
0.2 0.0 0.8 3.218858e-05 3.420509e-11 -3.21886e-05 -3.87385e-13
0.25 0.0 0.8 3.081075e-05 3.403932e-11 -3.08108e-05 -3.40283e-13
0.3 0.0 0.8 2.942745e-05 3.394069e-11 -2.94275e-05 -2.97928e-13
0.35 0.0 0.8 2.80274e-05 3.39249e-11 -2.80274e-05 -2.5957e-13
0.4 0.0 0.8 2.658997e-05 3.401297e-11 -2.659e-05 -2.25403e-13
0.45 0.0 0.8 2.507433e-05 3.423424e-11 -2.50744e-05 -1.94983e-13
0.5 0.0 0.8 2.339489e-05 3.463248e-11 -2.33949e-05 -1.68393e-13
0.55 0.0 0.8 2.138274e-05 3.527014e-11 -2.13828e-05 -1.45883e-13
0.6 0.0 0.8 1.87982e-05 3.62059e-11 -1.87982e-05 -1.27232e-13
0.65 0.0 0.8 1.545055e-05 3.746024e-11 -1.54506e-05 -1.1191e-13
0.7 0.0 0.8 1.124168e-05 3.904215e-11 -1.12417e-05 -9.91152e-14
0.75 0.0 0.8 6.110352e-06 4.0987e-11 -6.11039e-06 -8.78186e-14
0.8 0.0 0.8 -2.15906e-11 4.325937e-11 -2.15906e-11 -7.81597e-14
0.85 0.0 0.8 -7.19014e-06 5.413094e-11 7.190089e-06 -2.1394e-13
0.9 0.0 0.8 -1.53087e-05 6.748171e-11 1.530864e-05 -5.83811e-13
0.95 0.0 0.8 -2.41213e-05 8.41853e-11 2.412118e-05 -1.57974e-12
1.0 0.0 0.8 -3.34702e-05 1.05699e-10 3.347014e-05 -4.21685e-12
1.05 0.0 0.8 -4.32446e-05 1.350443e-10 4.324444e-05 -1.0999e-11
1.1 0.0 0.8 -5.33623e-05 1.784807e-10 5.336213e-05 -2.75884e-11
0.0 0.0 0.85 4.720614e-05 4.742328e-11 -4.72062e-05 -1.50802e-12
0.05 0.0 0.85 4.569468e-05 4.698169e-11 -4.56947e-05 -1.34484e-12
0.1 0.0 0.85 4.419342e-05 4.652244e-11 -4.41935e-05 -1.19788e-12
0.15 0.0 0.85 4.269647e-05 4.605623e-11 -4.26965e-05 -1.06531e-12
0.2 0.0 0.85 4.119911e-05 4.567072e-11 -4.11991e-05 -9.45716e-13
0.25 0.0 0.85 3.969588e-05 4.536724e-11 -3.96959e-05 -8.38218e-13
0.3 0.0 0.85 3.817875e-05 4.513943e-11 -3.81788e-05 -7.41518e-13
0.35 0.0 0.85 3.663452e-05 4.500312e-11 -3.66346e-05 -6.54476e-13
0.4 0.0 0.85 3.504003e-05 4.498e-11 -3.50401e-05 -5.76539e-13
0.45 0.0 0.85 3.335183e-05 4.510087e-11 -3.33519e-05 -5.06872e-13
0.5 0.0 0.85 3.148466e-05 4.541206e-11 -3.14847e-05 -4.45116e-13
0.55 0.0 0.85 2.927953e-05 4.59809e-11 -2.92796e-05 -3.91159e-13
0.6 0.0 0.85 2.651209e-05 4.687679e-11 -2.65121e-05 -3.44752e-13
0.65 0.0 0.85 2.299631e-05 4.812832e-11 -2.29964e-05 -3.05117e-13
0.7 0.0 0.85 1.863843e-05 4.973686e-11 -1.86385e-05 -2.70617e-13
0.75 0.0 0.85 1.33857e-05 5.17205e-11 -1.33857e-05 -2.4053e-13
0.8 0.0 0.85 7.190089e-06 5.413094e-11 -7.19014e-06 -2.1394e-13
0.85 0.0 0.85 -2.83626e-11 5.691574e-11 -2.83626e-11 -1.90542e-13
0.9 0.0 0.85 -8.15107e-06 7.043026e-11 8.150999e-06 -5.20362e-13
0.95 0.0 0.85 -1.70337e-05 8.712665e-11 1.70336e-05 -1.41054e-12
1.0 0.0 0.85 -2.64722e-05 1.084947e-10 2.647205e-05 -3.77481e-12
1.05 0.0 0.85 -3.63464e-05 1.373121e-10 3.634632e-05 -9.88384e-12
1.1 0.0 0.85 -4.65705e-05 1.793726e-10 4.657038e-05 -2.49386e-11
0.0 0.0 0.9 5.700317e-05 6.344295e-11 -5.70032e-05 -3.76238e-12
0.05 0.0 0.9 5.539876e-05 6.266451e-11 -5.53988e-05 -3.36578e-12
0.1 0.0 0.9 5.380383e-05 6.189333e-11 -5.38039e-05 -3.0084e-12
0.15 0.0 0.9 5.221009e-05 6.1138e-11 -5.22101e-05 -2.68663e-12
0.2 0.0 0.9 5.061134e-05 6.04844e-11 -5.06114e-05 -2.39703e-12
0.25 0.0 0.9 4.900103e-05 5.993232e-11 -4.90011e-05 -2.13629e-12
0.3 0.0 0.9 4.737003e-05 5.947421e-11 -4.73701e-05 -1.90206e-12
0.35 0.0 0.9 4.570389e-05 5.912515e-11 -4.57039e-05 -1.69145e-12
0.4 0.0 0.9 4.397812e-05 5.890666e-11 -4.39782e-05 -1.50238e-12
0.45 0.0 0.9 4.214875e-05 5.885008e-11 -4.21488e-05 -1.33293e-12
0.5 0.0 0.9 4.013364e-05 5.900331e-11 -4.01337e-05 -1.18175e-12
0.55 0.0 0.9 3.778525e-05 5.943758e-11 -3.77853e-05 -1.04772e-12
0.6 0.0 0.9 3.489308e-05 6.023345e-11 -3.48931e-05 -9.29756e-13
0.65 0.0 0.9 3.127192e-05 6.143275e-11 -3.1272e-05 -8.26422e-13
0.7 0.0 0.9 2.682893e-05 6.303336e-11 -2.6829e-05 -7.35551e-13
0.75 0.0 0.9 2.152046e-05 6.503887e-11 -2.15205e-05 -6.55143e-13
0.8 0.0 0.9 1.530864e-05 6.748171e-11 -1.53087e-05 -5.83811e-13
0.85 0.0 0.9 8.150999e-06 7.043026e-11 -8.15107e-06 -5.20362e-13
0.9 0.0 0.9 -3.66723e-11 7.380859e-11 -3.66723e-11 -4.6399e-13
0.95 0.0 0.9 -9.00786e-06 9.067205e-11 9.007771e-06 -1.25949e-12
1.0 0.0 0.9 -1.85857e-05 1.119173e-10 1.858561e-05 -3.37821e-12
1.05 0.0 0.9 -2.86037e-05 1.402857e-10 2.860354e-05 -8.87754e-12
1.1 0.0 0.9 -3.89713e-05 1.811256e-10 3.897112e-05 -2.25261e-11
0.0 0.0 0.95 6.706809e-05 8.592318e-11 -6.70682e-05 -9.49818e-12
0.05 0.0 0.95 6.537945e-05 8.444504e-11 -6.53795e-05 -8.52796e-12
0.1 0.0 0.95 6.370161e-05 8.303045e-11 -6.37017e-05 -7.65157e-12
0.15 0.0 0.95 6.202326e-05 8.168342e-11 -6.20233e-05 -6.86035e-12
0.2 0.0 0.95 6.033641e-05 8.048567e-11 -6.03365e-05 -6.14633e-12
0.25 0.0 0.95 5.863344e-05 7.943331e-11 -5.86335e-05 -5.50265e-12
0.3 0.0 0.95 5.690442e-05 7.851556e-11 -5.69045e-05 -4.92242e-12
0.35 0.0 0.95 5.513419e-05 7.774485e-11 -5.51343e-05 -4.40015e-12
0.4 0.0 0.95 5.329784e-05 7.71407e-11 -5.32979e-05 -3.92997e-12
0.45 0.0 0.95 5.135226e-05 7.673323e-11 -5.13523e-05 -3.50756e-12
0.5 0.0 0.95 4.922002e-05 7.657007e-11 -4.92201e-05 -3.12858e-12
0.55 0.0 0.95 4.67657e-05 7.672439e-11 -4.67658e-05 -2.78982e-12
0.6 0.0 0.95 4.379243e-05 7.728655e-11 -4.37925e-05 -2.4879e-12
0.65 0.0 0.95 4.011335e-05 7.831539e-11 -4.01134e-05 -2.2197e-12
0.7 0.0 0.95 3.563113e-05 7.981107e-11 -3.56312e-05 -1.98136e-12
0.75 0.0 0.95 3.030941e-05 8.176242e-11 -3.03095e-05 -1.76903e-12
0.8 0.0 0.95 2.412118e-05 8.41853e-11 -2.41213e-05 -1.57974e-12
0.85 0.0 0.95 1.70336e-05 8.712665e-11 -1.70337e-05 -1.41054e-12
0.9 0.0 0.95 9.007771e-06 9.067205e-11 -9.00786e-06 -1.25949e-12
0.95 0.0 0.95 -4.67951e-11 9.471458e-11 -4.67951e-11 -1.12457e-12
1.0 0.0 0.95 -9.77506e-06 1.160702e-10 9.774943e-06 -3.02261e-12
1.05 0.0 0.95 -1.99877e-05 1.440373e-10 1.998756e-05 -7.97007e-12
1.1 0.0 0.95 -3.05432e-05 1.837902e-10 3.054303e-05 -2.0332e-11
0.0 0.0 1.0 7.734851e-05 1.201946e-10 -7.73486e-05 -2.35302e-11
0.05 0.0 1.0 7.558113e-05 1.172455e-10 -7.55812e-05 -2.12423e-11
0.1 0.0 1.0 7.382831e-05 1.144753e-10 -7.38284e-05 -1.91609e-11
0.15 0.0 1.0 7.207488e-05 1.118798e-10 -7.2075e-05 -1.72696e-11
0.2 0.0 1.0 7.031065e-05 1.095334e-10 -7.03107e-05 -1.55524e-11
0.25 0.0 1.0 6.85268e-05 1.07425e-10 -6.85269e-05 -1.39949e-11
0.3 0.0 1.0 6.671275e-05 1.055375e-10 -6.67128e-05 -1.25837e-11
0.35 0.0 1.0 6.485304e-05 1.038775e-10 -6.48531e-05 -1.13062e-11
0.4 0.0 1.0 6.292301e-05 1.024595e-10 -6.29231e-05 -1.01508e-11
0.45 0.0 1.0 6.088124e-05 1.013092e-10 -6.08813e-05 -9.10697e-12
0.5 0.0 1.0 5.865579e-05 1.004711e-10 -5.86559e-05 -8.16514e-12
0.55 0.0 1.0 5.612347e-05 1.000169e-10 -5.61236e-05 -7.31695e-12
0.6 0.0 1.0 5.310146e-05 1.000433e-10 -5.31016e-05 -6.5549e-12
0.65 0.0 1.0 4.940122e-05 1.006273e-10 -4.94013e-05 -5.87147e-12
0.7 0.0 1.0 4.491522e-05 1.017778e-10 -4.49153e-05 -5.25896e-12
0.75 0.0 1.0 3.961028e-05 1.034699e-10 -3.96104e-05 -4.70959e-12
0.8 0.0 1.0 3.347014e-05 1.05699e-10 -3.34702e-05 -4.21685e-12
0.85 0.0 1.0 2.647205e-05 1.084947e-10 -2.64722e-05 -3.77481e-12
0.9 0.0 1.0 1.858561e-05 1.119173e-10 -1.85857e-05 -3.37821e-12
0.95 0.0 1.0 9.774943e-06 1.160702e-10 -9.77506e-06 -3.02261e-12
1.0 0.0 1.0 -5.90514e-11 1.208065e-10 -5.90514e-11 -2.70381e-12
1.05 0.0 1.0 -1.04654e-05 1.486887e-10 1.046524e-05 -7.15206e-12
1.1 0.0 1.0 -2.12595e-05 1.874492e-10 2.125931e-05 -1.83386e-11
0.0 0.0 1.05 8.780637e-05 1.765766e-10 -8.78065e-05 -5.55864e-11
0.05 0.0 1.05 8.596278e-05 1.707178e-10 -8.59629e-05 -5.05725e-11
0.1 0.0 1.05 8.414046e-05 1.652387e-10 -8.41406e-05 -4.59635e-11
0.15 0.0 1.05 8.23194e-05 1.601251e-10 -8.23195e-05 -4.17323e-11
0.2 0.0 1.05 8.048651e-05 1.554414e-10 -8.04866e-05 -3.78529e-11
0.25 0.0 1.05 7.863153e-05 1.511668e-10 -7.86316e-05 -3.4301e-11
0.3 0.0 1.05 7.674327e-05 1.472749e-10 -7.67434e-05 -3.10525e-11
0.35 0.0 1.05 7.480622e-05 1.437633e-10 -7.48063e-05 -2.80859e-11
0.4 0.0 1.05 7.279638e-05 1.40638e-10 -7.27965e-05 -2.53797e-11
0.45 0.0 1.05 7.067457e-05 1.379173e-10 -7.06747e-05 -2.29142e-11
0.5 0.0 1.05 6.837456e-05 1.356383e-10 -6.83747e-05 -2.06712e-11
0.55 0.0 1.05 6.578505e-05 1.338676e-10 -6.57852e-05 -1.86337e-11
0.6 0.0 1.05 6.273788e-05 1.327032e-10 -6.2738e-05 -1.67861e-11
0.65 0.0 1.05 5.904488e-05 1.322379e-10 -5.9045e-05 -1.51134e-11
0.7 0.0 1.05 5.458419e-05 1.324959e-10 -5.45843e-05 -1.36008e-11
0.75 0.0 1.05 4.931967e-05 1.334412e-10 -4.93198e-05 -1.2234e-11
0.8 0.0 1.05 4.324444e-05 1.350443e-10 -4.32446e-05 -1.09989e-11
0.85 0.0 1.05 3.634632e-05 1.373121e-10 -3.63464e-05 -9.88393e-12
0.9 0.0 1.05 2.860354e-05 1.402857e-10 -2.86037e-05 -8.87762e-12
0.95 0.0 1.05 1.998756e-05 1.440373e-10 -1.99877e-05 -7.96996e-12
1.0 0.0 1.05 1.046524e-05 1.486887e-10 -1.04654e-05 -7.15208e-12
1.05 0.0 1.05 -7.3813e-11 1.540414e-10 -7.3813e-11 -6.41545e-12
1.1 0.0 1.05 -1.10896e-05 1.922429e-10 1.108943e-05 -1.65294e-11
0.0 0.0 1.1 9.841404e-05 2.723562e-10 -9.84142e-05 -1.22275e-10
0.05 0.0 1.1 9.649379e-05 2.613343e-10 -9.64939e-05 -1.12317e-10
0.1 0.0 1.1 9.460516e-05 2.50983e-10 -9.46053e-05 -1.03052e-10
0.15 0.0 1.1 9.272199e-05 2.412791e-10 -9.27221e-05 -9.44434e-11
0.2 0.0 1.1 9.082751e-05 2.322776e-10 -9.08277e-05 -8.64556e-11
0.25 0.0 1.1 8.890952e-05 2.239483e-10 -8.89097e-05 -7.9054e-11
0.3 0.0 1.1 8.695612e-05 2.162554e-10 -8.69563e-05 -7.22051e-11
0.35 0.0 1.1 8.495188e-05 2.091871e-10 -8.4952e-05 -6.58767e-11
0.4 0.0 1.1 8.287372e-05 2.027403e-10 -8.28739e-05 -6.00375e-11
0.45 0.0 1.1 8.068492e-05 1.969243e-10 -8.06851e-05 -5.46575e-11
0.5 0.0 1.1 7.832493e-05 1.917674e-10 -7.83251e-05 -4.97079e-11
0.55 0.0 1.1 7.569372e-05 1.873284e-10 -7.56939e-05 -4.5161e-11
0.6 0.0 1.1 7.263812e-05 1.837026e-10 -7.26383e-05 -4.09912e-11
0.65 0.0 1.1 6.897365e-05 1.809956e-10 -6.89738e-05 -3.71735e-11
0.7 0.0 1.1 6.456272e-05 1.792521e-10 -6.45629e-05 -3.36833e-11
0.75 0.0 1.1 5.93591e-05 1.784328e-10 -5.93592e-05 -3.04961e-11
0.8 0.0 1.1 5.336213e-05 1.784807e-10 -5.33623e-05 -2.75884e-11
0.85 0.0 1.1 4.657038e-05 1.793726e-10 -4.65705e-05 -2.49385e-11
0.9 0.0 1.1 3.897112e-05 1.811256e-10 -3.89713e-05 -2.25261e-11
0.95 0.0 1.1 3.054303e-05 1.837902e-10 -3.05432e-05 -2.0332e-11
1.0 0.0 1.1 2.125931e-05 1.874492e-10 -2.12595e-05 -1.83386e-11
1.05 0.0 1.1 1.108943e-05 1.922429e-10 -1.10896e-05 -1.65294e-11
1.1 0.0 1.1 -9.15095e-11 1.97908e-10 -9.15095e-11 -1.48891e-11
0.0 1.1 0.0 8.485643e-11 -1.69709e-10 8.485643e-11 -4.02456e-15
0.05 1.1 0.0 7.072722e-11 -1.55581e-10 8.485643e-11 -2.08167e-15
0.1 1.1 0.0 5.871846e-11 -1.43573e-10 8.485643e-11 -1.97065e-15
0.15 1.1 0.0 4.853697e-11 -1.33392e-10 8.485643e-11 -1.97065e-15
0.2 1.1 0.0 3.992902e-11 -1.24783e-10 8.485643e-11 -1.97065e-15
0.25 1.1 0.0 3.267382e-11 -1.17529e-10 8.485643e-11 -1.97065e-15
0.3 1.1 0.0 2.657943e-11 -1.11434e-10 8.485643e-11 -1.97065e-15
0.35 1.1 0.0 2.147917e-11 -1.06334e-10 8.485643e-11 -1.97065e-15
0.4 1.1 0.0 1.722853e-11 -1.02083e-10 8.485643e-11 -1.97065e-15
0.45 1.1 0.0 1.37023e-11 -9.85572e-11 8.485643e-11 -1.97065e-15
0.5 1.1 0.0 1.079222e-11 -9.5647e-11 8.485643e-11 -1.97065e-15
0.55 1.1 0.0 8.404784e-12 -9.32592e-11 8.485643e-11 -1.97065e-15
0.6 1.1 0.0 6.459345e-12 -9.13141e-11 8.485643e-11 -1.97065e-15
0.65 1.1 0.0 4.88649e-12 -8.97407e-11 8.485644e-11 -1.97065e-15
0.7 1.1 0.0 3.626536e-12 -8.84812e-11 8.485648e-11 -1.97065e-15
0.75 1.1 0.0 2.628085e-12 -8.74834e-11 8.485679e-11 -1.97065e-15
0.8 1.1 0.0 1.845463e-12 -8.67022e-11 8.485927e-11 -1.97065e-15
0.85 1.1 0.0 1.22648e-12 -8.61031e-11 8.487872e-11 -1.97065e-15
0.9 1.1 0.0 6.240727e-13 -8.56524e-11 8.503034e-11 -1.97065e-15
0.95 1.1 0.0 -8.8074e-13 -8.53233e-11 8.620607e-11 -1.97065e-15
1.0 1.1 0.0 -1.01647e-11 -8.50928e-11 9.525978e-11 -1.97065e-15
1.05 1.1 0.0 -7.92967e-11 -8.49423e-11 1.642409e-10 -2.08167e-15
1.1 1.1 0.0 -5.94886e-10 -8.48543e-11 6.79743e-10 -2.88658e-15
0.0 1.1 0.05 8.485643e-11 -1.55581e-10 7.072722e-11 -2.08167e-15
0.05 1.1 0.05 7.072722e-11 -1.41454e-10 7.072722e-11 -1.11022e-16
0.1 1.1 0.05 5.871846e-11 -1.29445e-10 7.072722e-11 -5.55112e-17
0.15 1.1 0.05 4.853697e-11 -1.19264e-10 7.072722e-11 -5.55112e-17
0.2 1.1 0.05 3.992902e-11 -1.10656e-10 7.072722e-11 -5.55112e-17
0.25 1.1 0.05 3.267382e-11 -1.03401e-10 7.072722e-11 -5.55112e-17
0.3 1.1 0.05 2.657943e-11 -9.73062e-11 7.072722e-11 -5.55112e-17
0.35 1.1 0.05 2.147917e-11 -9.22067e-11 7.072722e-11 -5.55112e-17
0.4 1.1 0.05 1.722853e-11 -8.79559e-11 7.072722e-11 -5.55112e-17
0.45 1.1 0.05 1.37023e-11 -8.44302e-11 7.072722e-11 -5.55112e-17
0.5 1.1 0.05 1.079222e-11 -8.15201e-11 7.072722e-11 -5.55112e-17
0.55 1.1 0.05 8.404784e-12 -7.91318e-11 7.072722e-11 -5.55112e-17
0.6 1.1 0.05 6.459346e-12 -7.71863e-11 7.072723e-11 -5.55112e-17
0.65 1.1 0.05 4.886491e-12 -7.56137e-11 7.072723e-11 -5.55112e-17
0.7 1.1 0.05 3.626546e-12 -7.43534e-11 7.072726e-11 -5.55112e-17
0.75 1.1 0.05 2.628164e-12 -7.33555e-11 7.072751e-11 -5.55112e-17
0.8 1.1 0.05 1.846087e-12 -7.25753e-11 7.072944e-11 -5.55112e-17
0.85 1.1 0.05 1.231426e-12 -7.19758e-11 7.074457e-11 -5.55112e-17
0.9 1.1 0.05 6.631791e-13 -7.15255e-11 7.086203e-11 -5.55112e-17
0.95 1.1 0.05 -5.72096e-13 -7.11968e-11 7.176823e-11 -5.55112e-17
1.0 1.1 0.05 -7.73885e-12 -7.09655e-11 7.870468e-11 -5.55112e-17
1.05 1.1 0.05 -6.04073e-11 -7.08149e-11 1.312223e-10 0.0
1.1 1.1 0.05 -4.5079e-10 -7.0727e-11 5.215178e-10 -1.38778e-16
0.0 1.1 0.1 8.485643e-11 -1.43573e-10 5.871846e-11 -1.97065e-15
0.05 1.1 0.1 7.072722e-11 -1.29445e-10 5.871846e-11 -5.55112e-17
0.1 1.1 0.1 5.871846e-11 -1.17437e-10 5.871846e-11 -5.55112e-17
0.15 1.1 0.1 4.853697e-11 -1.07256e-10 5.871846e-11 -5.55112e-17
0.2 1.1 0.1 3.992902e-11 -9.86473e-11 5.871846e-11 -5.55112e-17
0.25 1.1 0.1 3.267382e-11 -9.13927e-11 5.871846e-11 -5.55112e-17
0.3 1.1 0.1 2.657943e-11 -8.5298e-11 5.871846e-11 -5.55112e-17
0.35 1.1 0.1 2.147917e-11 -8.01972e-11 5.871846e-11 -5.55112e-17
0.4 1.1 0.1 1.722853e-11 -7.59468e-11 5.871846e-11 -5.55112e-17
0.45 1.1 0.1 1.37023e-11 -7.24212e-11 5.871846e-11 -5.55112e-17
0.5 1.1 0.1 1.079222e-11 -6.95106e-11 5.871846e-11 -5.55112e-17
0.55 1.1 0.1 8.404784e-12 -6.71232e-11 5.871846e-11 -5.55112e-17
0.6 1.1 0.1 6.459346e-12 -6.51781e-11 5.871846e-11 -5.55112e-17
0.65 1.1 0.1 4.886492e-12 -6.36051e-11 5.871846e-11 -5.55112e-17
0.7 1.1 0.1 3.626553e-12 -6.23448e-11 5.871848e-11 -5.55112e-17
0.75 1.1 0.1 2.628225e-12 -6.13474e-11 5.871868e-11 -5.55112e-17
0.8 1.1 0.1 1.84657e-12 -6.05667e-11 5.872019e-11 -5.55112e-17
0.85 1.1 0.1 1.235223e-12 -5.99671e-11 5.8732e-11 -5.55112e-17
0.9 1.1 0.1 6.929703e-13 -5.95164e-11 5.882347e-11 -5.55112e-17
0.95 1.1 0.1 -3.3906e-13 -5.91873e-11 5.952642e-11 -5.55112e-17
1.0 1.1 0.1 -5.92389e-12 -5.89568e-11 6.488096e-11 -5.55112e-17
1.05 1.1 0.1 -4.63933e-11 -5.88063e-11 1.051995e-10 -5.55112e-17
1.1 1.1 0.1 -3.44561e-10 -5.87188e-11 4.032791e-10 -1.38778e-16
0.0 1.1 0.15 8.485643e-11 -1.33392e-10 4.853697e-11 -1.97065e-15
0.05 1.1 0.15 7.072722e-11 -1.19264e-10 4.853697e-11 -5.55112e-17
0.1 1.1 0.15 5.871846e-11 -1.07256e-10 4.853697e-11 -5.55112e-17
0.15 1.1 0.15 4.853697e-11 -9.70739e-11 4.853697e-11 -5.55112e-17
0.2 1.1 0.15 3.992902e-11 -8.84657e-11 4.853697e-11 -5.55112e-17
0.25 1.1 0.15 3.267382e-11 -8.1211e-11 4.853697e-11 -5.55112e-17
0.3 1.1 0.15 2.657943e-11 -7.51164e-11 4.853697e-11 -5.55112e-17
