v(drain) v(gate) v(source) i(vd) i(vg) i(vs) i(vb)
0.4 0.0 0.1 -4.87372e-08 1.910517e-12 4.873526e-08 -3.38618e-15
0.45 0.0 0.1 -2.65746e-07 3.038164e-12 2.657433e-07 -4.21885e-15
0.5 0.0 0.1 -1.22328e-06 5.445408e-12 1.223273e-06 -7.54952e-15
0.55 0.0 0.1 -4.44441e-06 1.018437e-11 4.444403e-06 -1.91791e-14
0.6 0.0 0.1 -1.17638e-05 1.721948e-11 1.176377e-05 -4.8378e-14
0.65 0.0 0.1 -2.34019e-05 2.66059e-11 2.340191e-05 -1.06692e-13
0.7 0.0 0.1 -3.82353e-05 3.874869e-11 3.823527e-05 -2.20796e-13
0.75 0.0 0.1 -5.51598e-05 5.422229e-11 5.515975e-05 -4.66738e-13
0.8 0.0 0.1 -7.34819e-05 7.382608e-11 7.348187e-05 -1.05385e-12
0.85 0.0 0.1 -9.2798e-05 9.88113e-11 9.279789e-05 -2.54088e-12
0.9 0.0 0.1 -0.000112859 1.314425e-10 0.0001128584 -6.38661e-12
0.95 0.0 0.1 -0.000133496 1.76313e-10 0.0001334961 -1.62512e-11
1.0 0.0 0.1 -0.000154591 2.430691e-10 0.0001545913 -4.07061e-11
1.05 0.0 0.1 -0.000176056 3.508541e-10 0.0001760554 -9.7659e-11
1.1 0.0 0.1 -0.000197822 5.329442e-10 0.0001978214 -2.18969e-10
0.0 0.0 0.15 4.397066e-12 3.000203e-14 -4.42383e-12 -3.27516e-15
0.05 0.0 0.15 3.229482e-12 1.112872e-13 -3.33753e-12 -3.27516e-15
0.1 0.0 0.15 2.160112e-12 1.119067e-13 -2.26878e-12 -3.27516e-15
0.15 0.0 0.15 -2.6776e-14 5.679151e-14 -2.6776e-14 -3.27516e-15
0.2 0.0 0.15 -1.33329e-11 1.336148e-13 1.320249e-11 -3.27516e-15
0.25 0.0 0.15 -1.13889e-10 3.453518e-13 1.135464e-10 -3.27516e-15
0.3 0.0 0.15 -8.56472e-10 6.770263e-13 8.557978e-10 -3.27516e-15
0.35 0.0 0.15 -6.04452e-09 1.160364e-12 6.04336e-09 -3.27516e-15
0.4 0.0 0.15 -3.87436e-08 1.855388e-12 3.874179e-08 -3.33067e-15
0.45 0.0 0.15 -2.1557e-07 2.982724e-12 2.155666e-07 -3.9968e-15
0.5 0.0 0.15 -1.01589e-06 5.38541e-12 1.015882e-06 -6.60583e-15
0.55 0.0 0.15 -3.82261e-06 1.010038e-11 3.822597e-06 -1.57929e-14
0.6 0.0 0.15 -1.05238e-05 1.708192e-11 1.052378e-05 -3.9968e-14
0.65 0.0 0.15 -2.1579e-05 2.638991e-11 2.157901e-05 -9.01779e-14
0.7 0.0 0.15 -3.59613e-05 3.843006e-11 3.596122e-05 -1.90375e-13
0.75 0.0 0.15 -5.25405e-05 5.376556e-11 5.254043e-05 -4.08562e-13
0.8 0.0 0.15 -7.05859e-05 7.316779e-11 7.05858e-05 -9.31477e-13
0.85 0.0 0.15 -8.96707e-05 9.782315e-11 8.967065e-05 -2.25997e-12
0.9 0.0 0.15 -0.000109533 1.298413e-10 0.000109533 -5.70352e-12
0.95 0.0 0.15 -0.000129998 1.734561e-10 0.0001299976 -1.45708e-11
1.0 0.0 0.15 -0.00015094 2.375614e-10 0.0001509395 -3.6688e-11
1.05 0.0 0.15 -0.000172266 3.399982e-10 0.0001722658 -8.8669e-11
1.1 0.0 0.15 -0.000193906 5.123373e-10 0.0001939057 -2.00677e-10
0.0 0.0 0.2 3.375096e-11 1.068253e-13 -3.38545e-11 -3.27516e-15
0.05 0.0 0.2 2.579383e-11 1.881104e-13 -2.59787e-11 -3.27516e-15
0.1 0.0 0.2 1.942382e-11 1.8873e-13 -1.96093e-11 -3.27516e-15
0.15 0.0 0.2 1.320249e-11 1.336148e-13 -1.33329e-11 -3.27516e-15
0.2 0.0 0.2 -1.03596e-13 2.104308e-13 -1.03596e-13 -3.27516e-15
0.25 0.0 0.2 -7.751e-11 4.22168e-13 7.709102e-11 -3.27516e-15
0.3 0.0 0.2 -6.4919e-10 7.538428e-13 6.484394e-10 -3.27516e-15
0.35 0.0 0.2 -4.69162e-09 1.237181e-12 4.690382e-09 -3.27516e-15
0.4 0.0 0.2 -3.06487e-08 1.932199e-12 3.064674e-08 -3.27516e-15
0.45 0.0 0.2 -1.74147e-07 3.059286e-12 1.741435e-07 -3.69149e-15
0.5 0.0 0.2 -8.39865e-07 5.457924e-12 8.398598e-07 -5.7454e-15
0.55 0.0 0.2 -3.26898e-06 1.015032e-11 3.268965e-06 -1.29063e-14
0.6 0.0 0.2 -9.36521e-06 1.707964e-11 9.365188e-06 -3.26406e-14
0.65 0.0 0.2 -1.98218e-05 2.631036e-11 1.982176e-05 -7.55507e-14
0.7 0.0 0.2 -3.3731e-05 3.824998e-11 3.373093e-05 -1.62981e-13
0.75 0.0 0.2 -4.99462e-05 5.345175e-11 4.994616e-05 -3.55743e-13
0.8 0.0 0.2 -6.76997e-05 7.266141e-11 6.769967e-05 -8.21038e-13
0.85 0.0 0.2 -8.65413e-05 9.700649e-11 8.654116e-05 -2.00659e-12
0.9 0.0 0.2 -0.000106196 1.284562e-10 0.0001061955 -5.08882e-12
0.95 0.0 0.2 -0.00012648 1.709164e-10 0.0001264796 -1.30546e-11
1.0 0.0 0.2 -0.000147263 2.32583e-10 0.0001472632 -3.30402e-11
1.05 0.0 0.2 -0.000168449 3.300558e-10 0.0001684492 -8.04267e-11
1.1 0.0 0.2 -0.000189964 4.932232e-10 0.0001899633 -1.83704e-10
0.0 0.0 0.25 2.532624e-10 3.185624e-13 -2.53578e-10 -3.27516e-15
0.05 0.0 0.25 1.95676e-10 3.998474e-13 -1.96073e-10 -3.27516e-15
0.1 0.0 0.25 1.502941e-10 4.00467e-13 -1.50691e-10 -3.27516e-15
0.15 0.0 0.25 1.135464e-10 3.453518e-13 -1.13889e-10 -3.27516e-15
0.2 0.0 0.25 7.709102e-11 4.22168e-13 -7.751e-11 -3.27516e-15
0.25 0.0 0.25 -3.15301e-13 6.338429e-13 -3.15301e-13 -3.27516e-15
0.3 0.0 0.25 -4.42987e-10 9.655198e-13 4.420251e-10 -3.27516e-15
0.35 0.0 0.25 -3.57763e-09 1.448861e-12 3.576179e-09 -3.27516e-15
0.4 0.0 0.25 -2.40579e-08 2.143883e-12 2.405579e-08 -3.33067e-15
0.45 0.0 0.25 -1.3994e-07 3.270792e-12 1.399365e-07 -3.60822e-15
0.5 0.0 0.25 -6.90909e-07 5.665901e-12 6.909029e-07 -5.13478e-15
0.55 0.0 0.25 -2.77862e-06 1.033725e-11 2.778606e-06 -1.07137e-14
0.6 0.0 0.25 -8.28664e-06 1.721592e-11 8.286618e-06 -2.65343e-14
0.65 0.0 0.25 -1.81295e-05 2.637071e-11 1.812947e-05 -6.25888e-14
0.7 0.0 0.25 -3.15414e-05 3.821215e-11 3.154138e-05 -1.38223e-13
0.75 0.0 0.25 -4.73709e-05 5.328476e-11 4.737082e-05 -3.08115e-13
0.8 0.0 0.25 -6.48145e-05 7.231079e-11 6.481446e-05 -7.21312e-13
0.85 0.0 0.25 -8.33979e-05 9.63642e-11 8.339779e-05 -1.77866e-12
0.9 0.0 0.25 -0.000102832 1.27287e-10 0.000102832 -4.53571e-12
0.95 0.0 0.25 -0.000122926 1.686858e-10 0.000122926 -1.16874e-11
1.0 0.0 0.25 -0.000143544 2.281107e-10 0.0001435437 -2.97316e-11
1.05 0.0 0.25 -0.000164584 3.209833e-10 0.000164584 -7.28797e-11
1.1 0.0 0.25 -0.00018597 4.75538e-10 0.0001859692 -1.67977e-10
0.0 0.0 0.3 1.836829e-09 6.502374e-13 -1.83748e-09 -3.27516e-15
0.05 0.0 0.3 1.430468e-09 7.315221e-13 -1.4312e-09 -3.27516e-15
0.1 0.0 0.3 1.109999e-09 7.321415e-13 -1.11073e-09 -3.27516e-15
0.15 0.0 0.3 8.557978e-10 6.770263e-13 -8.56472e-10 -3.27516e-15
0.2 0.0 0.3 6.484394e-10 7.538428e-13 -6.4919e-10 -3.27516e-15
0.25 0.0 0.3 4.420251e-10 9.655198e-13 -4.42987e-10 -3.27516e-15
0.3 0.0 0.3 -6.46718e-13 1.296677e-12 -6.46718e-13 -3.27516e-15
0.35 0.0 0.3 -2.45501e-09 1.780036e-12 2.453231e-09 -3.27516e-15
0.4 0.0 0.3 -1.85386e-08 2.475079e-12 1.853609e-08 -3.33067e-15
0.45 0.0 0.3 -1.11526e-07 3.601901e-12 1.115225e-07 -3.52496e-15
0.5 0.0 0.3 -5.64919e-07 5.994046e-12 5.649133e-07 -4.57967e-15
0.55 0.0 0.3 -2.34602e-06 1.064601e-11 2.346013e-06 -8.71525e-15
0.6 0.0 0.3 -7.28543e-06 1.747591e-11 7.285409e-06 -2.14273e-14
0.65 0.0 0.3 -1.64997e-05 2.655653e-11 1.64997e-05 -5.12368e-14
0.7 0.0 0.3 -2.93867e-05 3.830262e-11 2.938671e-05 -1.1624e-13
0.75 0.0 0.3 -4.48042e-05 5.325121e-11 4.480418e-05 -2.65205e-13
0.8 0.0 0.3 -6.19161e-05 7.210286e-11 6.191605e-05 -6.31328e-13
0.85 0.0 0.3 -8.02234e-05 9.588278e-11 8.022335e-05 -1.57344e-12
0.9 0.0 0.3 -9.94232e-05 1.263176e-10 9.94231e-05 -4.03821e-12
0.95 0.0 0.3 -0.000119316 1.667415e-10 0.0001193155 -1.04554e-11
1.0 0.0 0.3 -0.000139759 2.241081e-10 0.0001397586 -2.67338e-11
1.05 0.0 0.3 -0.000160647 3.127243e-10 0.0001606465 -6.59781e-11
1.1 0.0 0.3 -0.000181898 4.592058e-10 0.0001818982 -1.53425e-10
0.0 0.0 0.35 1.250977e-08 1.13358e-12 -1.25109e-08 -3.38618e-15
0.05 0.0 0.35 9.850172e-09 1.214862e-12 -9.85138e-09 -3.33067e-15
0.1 0.0 0.35 7.731739e-09 1.21548e-12 -7.73295e-09 -3.21965e-15
0.15 0.0 0.35 6.04336e-09 1.160364e-12 -6.04452e-09 -3.27516e-15
0.2 0.0 0.35 4.690382e-09 1.237181e-12 -4.69162e-09 -3.27516e-15
0.25 0.0 0.35 3.576179e-09 1.448861e-12 -3.57763e-09 -3.27516e-15
0.3 0.0 0.35 2.453231e-09 1.780036e-12 -2.45501e-09 -3.27516e-15
0.35 0.0 0.35 -1.12797e-12 2.259178e-12 -1.12797e-12 -3.27516e-15
0.4 0.0 0.35 -1.28397e-08 2.954355e-12 1.283672e-08 -3.27516e-15
0.45 0.0 0.35 -8.71694e-08 4.081231e-12 8.716536e-08 -3.38618e-15
0.5 0.0 0.35 -4.57645e-07 6.471089e-12 4.576387e-07 -4.16334e-15
0.55 0.0 0.35 -1.96465e-06 1.110557e-11 1.964642e-06 -7.29972e-15
0.6 0.0 0.35 -6.35662e-06 1.78891e-11 6.356601e-06 -1.70974e-14
0.65 0.0 0.35 -1.49264e-05 2.689807e-11 1.492634e-05 -4.14668e-14
0.7 0.0 0.35 -2.72552e-05 3.855264e-11 2.725515e-05 -9.66172e-14
0.75 0.0 0.35 -4.22279e-05 5.338348e-11 4.222781e-05 -2.2668e-13
0.8 0.0 0.35 -5.89804e-05 7.207108e-11 5.898031e-05 -5.50504e-13
0.85 0.0 0.35 -7.69896e-05 9.559601e-11 7.698952e-05 -1.38894e-12
0.9 0.0 0.35 -9.59378e-05 1.255803e-10 9.593766e-05 -3.59135e-12
0.95 0.0 0.35 -0.000115616 1.651102e-10 0.0001156155 -9.34597e-12
1.0 0.0 0.35 -0.000135875 2.205897e-10 0.0001358744 -2.40198e-11
1.05 0.0 0.35 -0.000156604 3.052745e-10 0.0001566033 -5.9675e-11
1.1 0.0 0.35 -0.000177717 4.442021e-10 0.000177717 -1.39979e-10
0.0 0.0 0.4 7.62886e-08 1.828661e-12 -7.62904e-08 -3.55271e-15
0.05 0.0 0.4 6.10745e-08 1.909918e-12 -6.10764e-08 -3.60822e-15
0.1 0.0 0.4 4.873526e-08 1.910517e-12 -4.87372e-08 -3.38618e-15
0.15 0.0 0.4 3.874179e-08 1.855388e-12 -3.87436e-08 -3.33067e-15
0.2 0.0 0.4 3.064674e-08 1.932199e-12 -3.06487e-08 -3.27516e-15
0.25 0.0 0.4 2.405579e-08 2.143883e-12 -2.40579e-08 -3.33067e-15
0.3 0.0 0.4 1.853609e-08 2.475079e-12 -1.85386e-08 -3.33067e-15
0.35 0.0 0.4 1.283672e-08 2.954355e-12 -1.28397e-08 -3.27516e-15
0.4 0.0 0.4 -1.80654e-12 3.616336e-12 -1.80654e-12 -3.27516e-15
0.45 0.0 0.4 -6.09826e-08 4.744123e-12 6.097786e-08 -3.33067e-15
0.5 0.0 0.4 -3.62692e-07 7.132572e-12 3.626847e-07 -3.9968e-15
0.55 0.0 0.4 -1.62502e-06 1.175186e-11 1.625012e-06 -6.10623e-15
0.6 0.0 0.4 -5.48989e-06 1.849231e-11 5.489873e-06 -1.37113e-14
0.65 0.0 0.4 -1.33945e-05 2.743362e-11 1.33945e-05 -3.30569e-14
0.7 0.0 0.4 -2.51217e-05 3.900251e-11 2.51217e-05 -7.96585e-14
0.75 0.0 0.4 -3.9606e-05 5.372419e-11 3.960592e-05 -1.92374e-13
0.8 0.0 0.4 -5.59631e-05 7.226024e-11 5.596299e-05 -4.77979e-13
0.85 0.0 0.4 -7.36466e-05 9.555019e-11 7.364655e-05 -1.22355e-12
0.9 0.0 0.4 -9.23231e-05 1.25121e-10 9.232302e-05 -3.19006e-12
0.95 0.0 0.4 -0.000111773 1.638338e-10 0.0001117724 -8.34777e-12
1.0 0.0 0.4 -0.000131838 2.175867e-10 0.0001318379 -2.15655e-11
1.05 0.0 0.4 -0.000152403 2.986473e-10 0.0001524024 -5.39253e-11
1.1 0.0 0.4 -0.000173376 4.305213e-10 0.0001733756 -1.27572e-10
0.0 0.0 0.45 3.996697e-07 2.957124e-12 -3.99673e-07 -4.91274e-15
0.05 0.0 0.45 3.264325e-07 3.037941e-12 -3.26436e-07 -4.44089e-15
0.1 0.0 0.45 2.657433e-07 3.038164e-12 -2.65746e-07 -4.21885e-15
0.15 0.0 0.45 2.155666e-07 2.982724e-12 -2.1557e-07 -3.9968e-15
0.2 0.0 0.45 1.741435e-07 3.059286e-12 -1.74147e-07 -3.69149e-15
0.25 0.0 0.45 1.399365e-07 3.270792e-12 -1.3994e-07 -3.60822e-15
0.3 0.0 0.45 1.115225e-07 3.601901e-12 -1.11526e-07 -3.52496e-15
0.35 0.0 0.45 8.716536e-08 4.081231e-12 -8.71694e-08 -3.38618e-15
0.4 0.0 0.45 6.097786e-08 4.744123e-12 -6.09826e-08 -3.33067e-15
0.45 0.0 0.45 -2.81456e-12 5.63244e-12 -2.81456e-12 -3.33067e-15
0.5 0.0 0.45 -2.53442e-07 8.024598e-12 2.534335e-07 -3.69149e-15
0.55 0.0 0.45 -1.30376e-06 1.263094e-11 1.303751e-06 -5.21805e-15
0.6 0.0 0.45 -4.65746e-06 1.933285e-11 4.657439e-06 -1.07692e-14
0.65 0.0 0.45 -1.18643e-05 2.821336e-11 1.186422e-05 -2.6229e-14
0.7 0.0 0.45 -2.29276e-05 3.970634e-11 2.292758e-05 -6.4837e-14
0.75 0.0 0.45 -3.68625e-05 5.433181e-11 3.686241e-05 -1.62204e-13
0.8 0.0 0.45 -5.27765e-05 7.273294e-11 5.277646e-05 -4.13725e-13
0.85 0.0 0.45 -7.01012e-05 9.581117e-11 7.010107e-05 -1.07578e-12
0.9 0.0 0.45 -8.84846e-05 1.250071e-10 8.848448e-05 -2.83054e-12
0.95 0.0 0.45 -0.000107693 1.62977e-10 0.0001076931 -7.45071e-12
1.0 0.0 0.45 -0.00012756 2.15155e-10 0.0001275597 -1.93483e-11
1.05 0.0 0.45 -0.000147959 2.928826e-10 0.0001479591 -4.86874e-11
1.1 0.0 0.45 -0.000168795 4.181843e-10 0.0001687944 -1.1614e-10
0.0 0.0 0.5 1.750792e-06 5.375021e-12 -1.7508e-06 -1.04361e-14
0.05 0.0 0.5 1.466617e-06 5.450252e-12 -1.46662e-06 -8.77076e-15
0.1 0.0 0.5 1.223273e-06 5.445408e-12 -1.22328e-06 -7.54952e-15
0.15 0.0 0.5 1.015882e-06 5.38541e-12 -1.01589e-06 -6.60583e-15
0.2 0.0 0.5 8.398598e-07 5.457924e-12 -8.39865e-07 -5.7454e-15
0.25 0.0 0.5 6.909029e-07 5.665901e-12 -6.90909e-07 -5.13478e-15
0.3 0.0 0.5 5.649133e-07 5.994046e-12 -5.64919e-07 -4.57967e-15
0.35 0.0 0.5 4.576387e-07 6.471089e-12 -4.57645e-07 -4.16334e-15
0.4 0.0 0.5 3.626847e-07 7.132572e-12 -3.62692e-07 -3.9968e-15
0.45 0.0 0.5 2.534335e-07 8.024598e-12 -2.53442e-07 -3.69149e-15
0.5 0.0 0.5 -4.59799e-12 9.199564e-12 -4.59799e-12 -3.66374e-15
0.55 0.0 0.5 -8.83706e-07 1.381138e-11 8.836926e-07 -4.66294e-15
0.6 0.0 0.5 -3.75237e-06 2.047966e-11 3.752349e-06 -8.77076e-15
0.65 0.0 0.5 -1.02096e-05 2.931028e-11 1.020958e-05 -2.06501e-14
0.7 0.0 0.5 -2.0519e-05 4.074361e-11 2.0519e-05 -5.27911e-14
0.75 0.0 0.5 -3.3823e-05 5.529295e-11 3.382295e-05 -1.36502e-13
0.8 0.0 0.5 -4.92375e-05 7.358258e-11 4.923742e-05 -3.5752e-13
0.85 0.0 0.5 -6.61702e-05 9.647801e-11 6.617014e-05 -9.44855e-13
0.9 0.0 0.5 -8.42455e-05 1.253412e-10 8.424542e-05 -2.50983e-12
0.95 0.0 0.5 -0.000103211 1.626424e-10 0.0001032107 -6.64613e-12
1.0 0.0 0.5 -0.000122885 2.133905e-10 0.0001228844 -1.73479e-11
1.05 0.0 0.5 -0.00014313 2.880618e-10 0.0001431299 -4.39222e-11
1.1 0.0 0.5 -0.000163842 4.072543e-10 0.0001638421 -1.05624e-10
0.0 0.0 0.55 5.909738e-06 1.016596e-11 -5.90975e-06 -2.81997e-14
0.05 0.0 0.55 5.138789e-06 1.021456e-11 -5.1388e-06 -2.3398e-14
0.1 0.0 0.55 4.444403e-06 1.018437e-11 -4.44441e-06 -1.91791e-14
0.15 0.0 0.55 3.822597e-06 1.010038e-11 -3.82261e-06 -1.57929e-14
0.2 0.0 0.55 3.268965e-06 1.015032e-11 -3.26898e-06 -1.29063e-14
0.25 0.0 0.55 2.778606e-06 1.033725e-11 -2.77862e-06 -1.07137e-14
0.3 0.0 0.55 2.346013e-06 1.064601e-11 -2.34602e-06 -8.71525e-15
0.35 0.0 0.55 1.964642e-06 1.110557e-11 -1.96465e-06 -7.29972e-15
0.4 0.0 0.55 1.625012e-06 1.175186e-11 -1.62502e-06 -6.10623e-15
0.45 0.0 0.55 1.303751e-06 1.263094e-11 -1.30376e-06 -5.21805e-15
0.5 0.0 0.55 8.836926e-07 1.381138e-11 -8.83706e-07 -4.66294e-15
0.55 0.0 0.55 -7.67303e-12 1.53505e-11 -7.67303e-12 -4.57967e-15
0.6 0.0 0.55 -2.38245e-06 2.203079e-11 2.38243e-06 -7.54952e-15
0.65 0.0 0.55 -8.05064e-06 3.082844e-11 8.050606e-06 -1.69864e-14
0.7 0.0 0.55 -1.75165e-05 4.222617e-11 1.751648e-05 -4.35207e-14
0.75 0.0 0.55 -3.01139e-05 5.672939e-11 3.011387e-05 -1.15769e-13
0.8 0.0 0.55 -4.49868e-05 7.494185e-11 4.498675e-05 -3.09697e-13
0.85 0.0 0.55 -6.15152e-05 9.7694e-11 6.151507e-05 -8.30558e-13
0.9 0.0 0.55 -7.9291e-05 1.262752e-10 7.929087e-05 -2.22544e-12
0.95 0.0 0.55 -9.80356e-05 1.629865e-10 9.803541e-05 -5.9267e-12
1.0 0.0 0.55 -0.000117548 2.124476e-10 0.0001175473 -1.55464e-11
1.05 0.0 0.55 -0.000137675 2.843286e-10 0.0001376751 -3.95935e-11
1.1 0.0 0.55 -0.000158303 3.978592e-10 0.0001583023 -9.59629e-11
0.0 0.0 0.6 1.449012e-05 1.731168e-11 -1.44901e-05 -6.89448e-14
0.05 0.0 0.6 1.30858e-05 1.730443e-11 -1.30858e-05 -5.79259e-14
0.1 0.0 0.6 1.176377e-05 1.721948e-11 -1.17638e-05 -4.8378e-14
0.15 0.0 0.6 1.052378e-05 1.708192e-11 -1.05238e-05 -3.9968e-14
0.2 0.0 0.6 9.365188e-06 1.707964e-11 -9.36521e-06 -3.26406e-14
0.25 0.0 0.6 8.286618e-06 1.721592e-11 -8.28664e-06 -2.65343e-14
0.3 0.0 0.6 7.285409e-06 1.747591e-11 -7.28543e-06 -2.14273e-14
0.35 0.0 0.6 6.356601e-06 1.78891e-11 -6.35662e-06 -1.70974e-14
0.4 0.0 0.6 5.489873e-06 1.849231e-11 -5.48989e-06 -1.37113e-14
0.45 0.0 0.6 4.657439e-06 1.933285e-11 -4.65746e-06 -1.07692e-14
0.5 0.0 0.6 3.752349e-06 2.047966e-11 -3.75237e-06 -8.77076e-15
0.55 0.0 0.6 2.38243e-06 2.203079e-11 -2.38245e-06 -7.54952e-15
0.6 0.0 0.6 -1.20024e-11 2.401169e-11 -1.20024e-11 -6.88338e-15
0.65 0.0 0.6 -4.77417e-06 3.285136e-11 4.774139e-06 -1.46549e-14
0.7 0.0 0.6 -1.33383e-05 4.424572e-11 1.333827e-05 -3.71092e-14
0.75 0.0 0.6 -2.5196e-05 5.874599e-11 2.519595e-05 -9.9698e-14
0.8 0.0 0.6 -3.9523e-05 7.693401e-11 3.952288e-05 -2.7045e-13
0.85 0.0 0.6 -5.56661e-05 9.960474e-11 5.566603e-05 -7.32303e-13
0.9 0.0 0.6 -7.31793e-05 1.279783e-10 7.317913e-05 -1.97531e-12
0.95 0.0 0.6 -9.1753e-05 1.641996e-10 9.175287e-05 -5.28574e-12
1.0 0.0 0.6 -0.000111163 2.125307e-10 0.0001111623 -1.39277e-11
1.05 0.0 0.6 -0.000131238 2.818912e-10 0.0001312378 -3.56681e-11
1.1 0.0 0.6 -0.000151849 3.902032e-10 0.0001518485 -8.71032e-11
0.0 0.0 0.65 2.724437e-05 2.685805e-11 -2.72444e-05 -1.45661e-13
0.05 0.0 0.65 2.529037e-05 2.677033e-11 -2.52904e-05 -1.25011e-13
0.1 0.0 0.65 2.340191e-05 2.66059e-11 -2.34019e-05 -1.06692e-13
0.15 0.0 0.65 2.157901e-05 2.638991e-11 -2.1579e-05 -9.01779e-14
0.2 0.0 0.65 1.982176e-05 2.631036e-11 -1.98218e-05 -7.55507e-14
0.25 0.0 0.65 1.812947e-05 2.637071e-11 -1.81295e-05 -6.25888e-14
0.3 0.0 0.65 1.64997e-05 2.655653e-11 -1.64997e-05 -5.12368e-14
