v(drain) v(gate) v(source) i(vd) i(vg) i(vs) i(vb)
0.1 1.1 0.65 4.281409e-05 -1.69704e-11 -4.28141e-05 8.440376e-12
0.15 1.1 0.65 3.726868e-05 -9.96891e-12 -3.72687e-05 3.330894e-12
0.2 1.1 0.65 3.178673e-05 -6.40377e-12 -3.17867e-05 1.295711e-12
0.25 1.1 0.65 2.638223e-05 -4.38849e-12 -2.63822e-05 5.048073e-13
0.3 1.1 0.65 2.107978e-05 -3.10862e-12 -2.10798e-05 1.997609e-13
0.35 1.1 0.65 1.592942e-05 -2.22045e-12 -1.59294e-05 8.117181e-14
0.4 1.1 0.65 1.104309e-05 -1.57563e-12 -1.10431e-05 3.390364e-14
0.45 1.1 0.65 6.666534e-06 -1.09601e-12 -6.66653e-06 1.431409e-14
0.5 1.1 0.65 3.236546e-06 -7.42517e-13 -3.23655e-06 6.014995e-15
0.55 1.1 0.65 1.163341e-06 -4.84057e-13 -1.16334e-06 2.747777e-15
0.6 1.1 0.65 2.881676e-07 -3.00204e-13 -2.88167e-07 1.71702e-15
0.65 1.1 0.65 9.540036e-14 -1.92735e-13 9.540036e-14 1.475418e-15
0.7 1.1 0.65 -7.82235e-08 -1.62537e-13 7.822366e-08 1.497414e-15
0.75 1.1 0.65 -1.02701e-07 -1.4122e-13 1.027006e-07 1.543811e-15
0.8 1.1 0.65 -1.23438e-07 -1.2701e-13 1.234383e-07 1.608964e-15
0.85 1.1 0.65 -1.4633e-07 -1.16351e-13 1.463304e-07 1.69405e-15
0.9 1.1 0.65 -1.72525e-07 -1.10134e-13 1.72525e-07 1.802861e-15
0.95 1.1 0.65 -2.02697e-07 -1.0747e-13 2.026968e-07 1.940277e-15
1.0 1.1 0.65 -2.37466e-07 -1.10134e-13 2.374657e-07 2.112123e-15
1.05 1.1 0.65 -2.77475e-07 -1.09246e-13 2.77475e-07 2.325214e-15
1.1 1.1 0.65 -3.23413e-07 -1.08358e-13 3.234133e-07 2.587435e-15
0.0 1.1 0.7 5.494519e-05 -6.55014e-11 -5.49452e-05 5.172194e-11
0.05 1.1 0.7 4.928587e-05 -3.33875e-11 -4.92859e-05 2.248667e-11
0.1 1.1 0.7 4.367263e-05 -1.77804e-11 -4.36726e-05 9.229168e-12
0.15 1.1 0.7 3.811136e-05 -1.03029e-11 -3.81114e-05 3.658628e-12
0.2 1.1 0.7 3.261017e-05 -6.5361e-12 -3.26102e-05 1.430297e-12
0.25 1.1 0.7 2.718137e-05 -4.43379e-12 -2.71814e-05 5.616129e-13
0.3 1.1 0.7 2.184657e-05 -3.11573e-12 -2.18466e-05 2.253903e-13
0.35 1.1 0.7 1.665014e-05 -2.21245e-12 -1.66501e-05 9.382966e-14
0.4 1.1 0.7 1.169321e-05 -1.55786e-12 -1.16932e-05 4.061977e-14
0.45 1.1 0.7 7.204167e-06 -1.07292e-12 -7.20417e-06 1.787075e-14
0.5 1.1 0.7 3.609085e-06 -7.15872e-13 -3.60908e-06 7.686139e-15
0.55 1.1 0.7 1.358627e-06 -4.55636e-13 -1.35863e-06 3.358437e-15
0.6 1.1 0.7 3.794882e-07 -2.70894e-13 -3.79488e-07 1.874132e-15
0.65 1.1 0.7 7.822366e-08 -1.62537e-13 -7.82235e-08 1.497414e-15
0.7 1.1 0.7 5.715083e-14 -1.15463e-13 5.715083e-14 1.426849e-15
0.75 1.1 0.7 -1.80781e-08 -9.41469e-14 1.807816e-08 1.432312e-15
0.8 1.1 0.7 -2.39378e-08 -7.81597e-14 2.393791e-08 1.443671e-15
0.85 1.1 0.7 -2.91786e-08 -6.92779e-14 2.917869e-08 1.459807e-15
0.9 1.1 0.7 -3.51185e-08 -6.30607e-14 3.511853e-08 1.481286e-15
0.95 1.1 0.7 -4.20626e-08 -6.12843e-14 4.206263e-08 1.509319e-15
1.0 1.1 0.7 -5.02273e-08 -6.21725e-14 5.022739e-08 1.545468e-15
1.05 1.1 0.7 -5.98321e-08 -6.30607e-14 5.983217e-08 1.59164e-15
1.1 1.1 0.7 -7.11187e-08 -6.03961e-14 7.11188e-08 1.650137e-15
0.0 1.1 0.75 5.579177e-05 -6.96438e-11 -5.57918e-05 5.579788e-11
0.05 1.1 0.75 5.011853e-05 -3.53824e-11 -5.01185e-05 2.443645e-11
0.1 1.1 0.75 4.448962e-05 -1.86668e-11 -4.44896e-05 1.008611e-11
0.15 1.1 0.75 3.891041e-05 -1.06759e-11 -3.89104e-05 4.016166e-12
0.2 1.1 0.75 3.338822e-05 -6.68798e-12 -3.33882e-05 1.577346e-12
0.25 1.1 0.75 2.793409e-05 -4.49329e-12 -2.79341e-05 6.236621e-13
0.3 1.1 0.75 2.256734e-05 -3.13616e-12 -2.25673e-05 2.533781e-13
0.35 1.1 0.75 1.732787e-05 -2.21423e-12 -1.73279e-05 1.076989e-13
0.4 1.1 0.75 1.230768e-05 -1.54987e-12 -1.23077e-05 4.806584e-14
0.45 1.1 0.75 7.718797e-06 -1.06049e-12 -7.7188e-06 2.191294e-14
0.5 1.1 0.75 3.972609e-06 -6.98996e-13 -3.97261e-06 9.667056e-15
0.55 1.1 0.75 1.548203e-06 -4.34319e-13 -1.5482e-06 4.128524e-15
0.6 1.1 0.75 4.494279e-07 -2.4869e-13 -4.49428e-07 2.095309e-15
0.65 1.1 0.75 1.027006e-07 -1.4122e-13 -1.02701e-07 1.543811e-15
0.7 1.1 0.75 1.807816e-08 -9.41469e-14 -1.80781e-08 1.432312e-15
0.75 1.1 0.75 3.45076e-14 -7.10543e-14 3.45076e-14 1.41516e-15
0.8 1.1 0.75 -3.71232e-09 -5.50671e-14 3.71237e-09 1.416327e-15
0.85 1.1 0.75 -4.95945e-09 -4.52971e-14 4.959499e-09 1.418744e-15
0.9 1.1 0.75 -6.10975e-09 -3.81917e-14 6.109784e-09 1.422219e-15
0.95 1.1 0.75 -7.43724e-09 -3.73035e-14 7.437273e-09 1.426914e-15
1.0 1.1 0.75 -9.01457e-09 -3.90799e-14 9.014604e-09 1.433138e-15
1.05 1.1 0.75 -1.08995e-08 -3.90799e-14 1.089949e-08 1.441297e-15
1.1 1.1 0.75 -1.31538e-08 -3.64153e-14 1.315382e-08 1.451896e-15
0.0 1.1 0.8 5.661346e-05 -7.40714e-11 -5.66134e-05 6.014785e-11
0.05 1.1 0.8 5.09255e-05 -3.75397e-11 -5.09255e-05 2.653763e-11
0.1 1.1 0.8 4.528027e-05 -1.96341e-11 -4.52803e-05 1.101644e-11
0.15 1.1 0.8 3.968272e-05 -1.1088e-11 -3.96827e-05 4.405997e-12
0.2 1.1 0.8 3.413954e-05 -6.86118e-12 -3.41395e-05 1.737894e-12
0.25 1.1 0.8 2.866076e-05 -4.56613e-12 -2.86608e-05 6.91336e-13
0.3 1.1 0.8 2.326387e-05 -3.16547e-12 -2.32639e-05 2.83839e-13
0.35 1.1 0.8 1.798506e-05 -2.22311e-12 -1.79851e-05 1.227956e-13
0.4 1.1 0.8 1.29082e-05 -1.54809e-12 -1.29082e-05 5.622954e-14
0.45 1.1 0.8 8.22965e-06 -1.05249e-12 -8.22965e-06 2.643008e-14
0.5 1.1 0.8 4.343456e-06 -6.88338e-13 -4.34346e-06 1.19587e-14
0.55 1.1 0.8 1.748353e-06 -4.20997e-13 -1.74835e-06 5.063695e-15
0.6 1.1 0.8 5.234338e-07 -2.33591e-13 -5.23434e-07 2.378689e-15
0.65 1.1 0.8 1.234383e-07 -1.2701e-13 -1.23438e-07 1.608964e-15
0.7 1.1 0.8 2.393791e-08 -7.81597e-14 -2.39378e-08 1.443671e-15
0.75 1.1 0.8 3.71237e-09 -5.50671e-14 -3.71232e-09 1.416327e-15
0.8 1.1 0.8 1.933952e-14 -4.08562e-14 1.933952e-14 1.412641e-15
0.85 1.1 0.8 -7.07508e-10 -2.93099e-14 7.075361e-10 1.412868e-15
0.9 1.1 0.8 -9.50714e-10 -2.39808e-14 9.507366e-10 1.413339e-15
0.95 1.1 0.8 -1.17879e-09 -2.22045e-14 1.178813e-09 1.414021e-15
1.0 1.1 0.8 -1.44486e-09 -2.22045e-14 1.444886e-09 1.41495e-15
1.05 1.1 0.8 -1.76426e-09 -2.30926e-14 1.764286e-09 1.416194e-15
1.1 1.1 0.8 -2.14998e-09 -2.13163e-14 2.15e-09 1.417842e-15
0.0 1.1 0.85 5.741795e-05 -7.87903e-11 -5.74179e-05 6.47857e-11
0.05 1.1 0.85 5.171507e-05 -3.98614e-11 -5.17151e-05 2.879996e-11
0.1 1.1 0.85 4.60535e-05 -2.06848e-11 -4.60535e-05 1.202581e-11
0.15 1.1 0.85 4.043783e-05 -1.15428e-11 -4.04378e-05 4.830843e-12
0.2 1.1 0.85 3.487424e-05 -7.05569e-12 -3.48742e-05 1.913103e-12
0.25 1.1 0.85 2.937193e-05 -4.64873e-12 -2.93719e-05 7.650888e-13
0.3 1.1 0.85 2.394687e-05 -3.20188e-12 -2.39469e-05 3.169356e-13
0.35 1.1 0.85 1.863197e-05 -2.23821e-12 -1.8632e-05 1.391709e-13
0.4 1.1 0.85 1.350379e-05 -1.55254e-12 -1.35038e-05 6.512536e-14
0.45 1.1 0.85 8.743656e-06 -1.05072e-12 -8.74366e-06 3.143069e-14
0.5 1.1 0.85 4.726523e-06 -6.81233e-13 -4.72652e-06 1.457475e-14
0.55 1.1 0.85 1.963278e-06 -4.13891e-13 -1.96328e-06 6.179664e-15
0.6 1.1 0.85 6.056011e-07 -2.25597e-13 -6.05601e-07 2.732721e-15
0.65 1.1 0.85 1.463304e-07 -1.16351e-13 -1.4633e-07 1.69405e-15
0.7 1.1 0.85 2.917869e-08 -6.92779e-14 -2.91786e-08 1.459807e-15
0.75 1.1 0.85 4.959499e-09 -4.52971e-14 -4.95945e-09 1.418744e-15
0.8 1.1 0.85 7.075361e-10 -2.93099e-14 -7.07508e-10 1.412868e-15
0.85 1.1 0.85 9.236919e-15 -2.04281e-14 9.236919e-15 1.412089e-15
0.9 1.1 0.85 -1.29247e-10 -1.5099e-14 1.292592e-10 1.412131e-15
0.95 1.1 0.85 -1.74252e-10 -1.06581e-14 1.742617e-10 1.412219e-15
1.0 1.1 0.85 -2.1682e-10 -1.24345e-14 2.168314e-10 1.412346e-15
1.05 1.1 0.85 -2.66773e-10 -1.24345e-14 2.667846e-10 1.41252e-15
1.1 1.1 0.85 -3.27079e-10 -1.06581e-14 3.270882e-10 1.412753e-15
0.0 1.1 0.9 5.821045e-05 -8.38192e-11 -5.82104e-05 6.972558e-11
0.05 1.1 0.9 5.249261e-05 -4.23599e-11 -5.24926e-05 3.123364e-11
0.1 1.1 0.9 4.681487e-05 -2.18279e-11 -4.68149e-05 1.31202e-11
0.15 1.1 0.9 4.11815e-05 -1.20393e-11 -4.11815e-05 5.293656e-12
0.2 1.1 0.9 3.559823e-05 -7.26796e-12 -3.55982e-05 2.104255e-12
0.25 1.1 0.9 3.007354e-05 -4.74198e-12 -3.00735e-05 8.454352e-13
0.3 1.1 0.9 2.462208e-05 -3.24629e-12 -2.46221e-05 3.528628e-13
0.35 1.1 0.9 1.927384e-05 -2.25864e-12 -1.92738e-05 1.568956e-13
0.4 1.1 0.9 1.409868e-05 -1.56053e-12 -1.40987e-05 7.478015e-14
0.45 1.1 0.9 9.263643e-06 -1.05249e-12 -9.26364e-06 3.693052e-14
0.5 1.1 0.9 5.123498e-06 -6.80345e-13 -5.1235e-06 1.753272e-14
0.55 1.1 0.9 2.194689e-06 -4.07674e-13 -2.19469e-06 7.4952e-15
0.6 1.1 0.9 6.97623e-07 -2.1938e-13 -6.97623e-07 3.168848e-15
0.65 1.1 0.9 1.72525e-07 -1.10134e-13 -1.72525e-07 1.802861e-15
0.7 1.1 0.9 3.511853e-08 -6.30607e-14 -3.51185e-08 1.481286e-15
0.75 1.1 0.9 6.109784e-09 -3.81917e-14 -6.10975e-09 1.422219e-15
0.8 1.1 0.9 9.507366e-10 -2.39808e-14 -9.50714e-10 1.413339e-15
0.85 1.1 0.9 1.292592e-10 -1.5099e-14 -1.29247e-10 1.412131e-15
0.9 1.1 0.9 2.972783e-15 -7.10543e-15 2.972783e-15 1.411925e-15
0.95 1.1 0.9 -2.30539e-11 -4.44089e-15 2.305768e-11 1.411933e-15
1.0 1.1 0.9 -3.1138e-11 -6.21725e-15 3.114331e-11 1.411949e-15
1.05 1.1 0.9 -3.88218e-11 -7.10543e-15 3.882717e-11 1.411972e-15
1.1 1.1 0.9 -4.78692e-11 -4.44089e-15 4.787215e-11 1.412004e-15
0.0 1.1 0.95 5.899499e-05 -8.91696e-11 -5.8995e-05 7.498203e-11
0.05 1.1 0.95 5.326203e-05 -4.50475e-11 -5.3262e-05 3.384926e-11
0.1 1.1 0.95 4.756823e-05 -2.30669e-11 -4.75682e-05 1.430599e-11
0.15 1.1 0.95 4.191753e-05 -1.25819e-11 -4.19175e-05 5.797626e-12
0.2 1.1 0.95 3.631524e-05 -7.50333e-12 -3.63152e-05 2.312757e-12
0.25 1.1 0.95 3.076919e-05 -4.84857e-12 -3.07692e-05 9.329474e-13
0.3 1.1 0.95 2.529284e-05 -3.29514e-12 -2.52928e-05 3.918428e-13
0.35 1.1 0.95 1.991356e-05 -2.28439e-12 -1.99136e-05 1.76054e-13
0.4 1.1 0.95 1.469503e-05 -1.57474e-12 -1.4695e-05 8.522797e-14
0.45 1.1 0.95 9.790802e-06 -1.0596e-12 -9.7908e-06 4.294872e-14
0.5 1.1 0.95 5.534897e-06 -6.83009e-13 -5.5349e-06 2.085143e-14
0.55 1.1 0.95 2.443483e-06 -4.06786e-13 -2.44348e-06 9.030398e-15
0.6 1.1 0.95 8.007144e-07 -2.17604e-13 -8.00714e-07 3.700306e-15
0.65 1.1 0.95 2.026968e-07 -1.0747e-13 -2.02697e-07 1.940277e-15
0.7 1.1 0.95 4.206263e-08 -6.12843e-14 -4.20626e-08 1.509319e-15
0.75 1.1 0.95 7.437273e-09 -3.73035e-14 -7.43724e-09 1.426914e-15
0.8 1.1 0.95 1.178813e-09 -2.22045e-14 -1.17879e-09 1.414021e-15
0.85 1.1 0.95 1.742617e-10 -1.06581e-14 -1.74252e-10 1.412219e-15
0.9 1.1 0.95 2.305768e-11 -4.44089e-15 -2.30539e-11 1.411933e-15
0.95 1.1 0.95 7.569986e-16 -2.66454e-15 7.569986e-16 1.411836e-15
1.0 1.1 0.95 -4.05075e-12 -4.44089e-15 4.053876e-12 1.411838e-15
1.05 1.1 0.95 -5.47862e-12 -4.44089e-15 5.481769e-12 1.411841e-15
1.1 1.1 0.95 -6.84165e-12 -2.66454e-15 6.8424e-12 1.411846e-15
0.0 1.1 1.0 5.977529e-05 -9.48548e-11 -5.97753e-05 8.056988e-11
0.05 1.1 1.0 5.40267e-05 -4.79314e-11 -5.40267e-05 3.665784e-11
0.1 1.1 1.0 4.831667e-05 -2.44071e-11 -4.83167e-05 1.558994e-11
0.15 1.1 1.0 4.264877e-05 -1.31726e-11 -4.26488e-05 6.34619e-12
0.2 1.1 1.0 3.70279e-05 -7.7609e-12 -3.70279e-05 2.54014e-12
0.25 1.1 1.0 3.146129e-05 -4.96581e-12 -3.14613e-05 1.028256e-12
0.3 1.1 1.0 2.596128e-05 -3.35287e-12 -2.59613e-05 4.341236e-13
0.35 1.1 1.0 2.055285e-05 -2.31459e-12 -2.05529e-05 1.967425e-13
0.4 1.1 1.0 1.529401e-05 -1.5925e-12 -1.5294e-05 9.650818e-14
0.45 1.1 1.0 1.032559e-05 -1.06937e-12 -1.03256e-05 4.950647e-14
0.5 1.1 1.0 5.960717e-06 -6.8745e-13 -5.96072e-06 2.45501e-14
0.55 1.1 1.0 2.710184e-06 -4.10338e-13 -2.71018e-06 1.080604e-14
0.6 1.1 1.0 9.159474e-07 -2.1938e-13 -9.15947e-07 4.341853e-15
0.65 1.1 1.0 2.374657e-07 -1.10134e-13 -2.37466e-07 2.112123e-15
0.7 1.1 1.0 5.022739e-08 -6.21725e-14 -5.02273e-08 1.545468e-15
0.75 1.1 1.0 9.014604e-09 -3.90799e-14 -9.01457e-09 1.433138e-15
0.8 1.1 1.0 1.444886e-09 -2.22045e-14 -1.44486e-09 1.41495e-15
0.85 1.1 1.0 2.168314e-10 -1.24345e-14 -2.1682e-10 1.412346e-15
0.9 1.1 1.0 3.114331e-11 -6.21725e-15 -3.1138e-11 1.411949e-15
0.95 1.1 1.0 4.053876e-12 -4.44089e-15 -4.05075e-12 1.411838e-15
1.0 1.1 1.0 2.368387e-15 -6.21725e-15 2.368387e-15 1.411764e-15
1.05 1.1 1.0 -7.03094e-13 -5.32907e-15 7.078595e-13 1.411765e-15
1.1 1.1 1.0 -9.54828e-13 -3.55271e-15 9.571917e-13 1.411766e-15
0.0 1.1 1.05 6.055546e-05 -1.00887e-10 -6.05554e-05 8.65043e-11
0.05 1.1 1.05 5.479014e-05 -5.10187e-11 -5.47901e-05 3.967081e-11
0.1 1.1 1.05 4.906319e-05 -2.58522e-11 -4.90632e-05 1.697919e-11
0.15 1.1 1.05 4.337781e-05 -1.38103e-11 -4.33778e-05 6.943044e-12
0.2 1.1 1.05 3.773845e-05 -8.0389e-12 -3.77384e-05 2.788071e-12
0.25 1.1 1.05 3.215173e-05 -5.08926e-12 -3.21517e-05 1.132052e-12
0.3 1.1 1.05 2.662896e-05 -3.41149e-12 -2.6629e-05 4.799795e-13
0.35 1.1 1.05 2.11929e-05 -2.34568e-12 -2.11929e-05 2.190682e-13
0.4 1.1 1.05 1.589631e-05 -1.60849e-12 -1.58963e-05 1.086647e-13
0.45 1.1 1.05 1.086813e-05 -1.07825e-12 -1.08681e-05 5.66264e-14
0.5 1.1 1.05 6.400704e-06 -6.92779e-13 -6.4007e-06 2.864797e-14
0.55 1.1 1.05 2.995084e-06 -4.12115e-13 -2.99508e-06 1.284325e-14
0.6 1.1 1.05 1.04433e-06 -2.20268e-13 -1.04433e-06 5.109661e-15
0.65 1.1 1.05 2.77475e-07 -1.09246e-13 -2.77475e-07 2.325214e-15
0.7 1.1 1.05 5.983217e-08 -6.30607e-14 -5.98321e-08 1.59164e-15
0.75 1.1 1.05 1.089949e-08 -3.90799e-14 -1.08995e-08 1.441297e-15
0.8 1.1 1.05 1.764286e-09 -2.30926e-14 -1.76426e-09 1.416194e-15
0.85 1.1 1.05 2.667846e-10 -1.24345e-14 -2.66773e-10 1.41252e-15
0.9 1.1 1.05 3.882717e-11 -7.10543e-15 -3.88218e-11 1.411972e-15
0.95 1.1 1.05 5.481769e-12 -4.44089e-15 -5.47862e-12 1.411841e-15
1.0 1.1 1.05 7.078595e-13 -5.32907e-15 -7.03094e-13 1.411765e-15
1.05 1.1 1.05 2.397034e-15 -6.21725e-15 2.397034e-15 1.411698e-15
1.1 1.1 1.05 -1.21858e-13 -4.44089e-15 1.242496e-13 1.411698e-15
0.0 1.1 1.1 6.134044e-05 -1.0728e-10 -6.13404e-05 9.280078e-11
0.05 1.1 1.1 5.555649e-05 -5.43201e-11 -5.55565e-05 4.29e-11
0.1 1.1 1.1 4.981124e-05 -2.74083e-11 -4.98112e-05 1.848128e-11
0.15 1.1 1.1 4.410749e-05 -1.44977e-11 -4.41075e-05 7.592157e-12
0.2 1.1 1.1 3.844919e-05 -8.33467e-12 -3.84492e-05 3.05836e-12
0.25 1.1 1.1 3.284236e-05 -5.21982e-12 -3.28424e-05 1.245093e-12
0.3 1.1 1.1 2.729729e-05 -3.47278e-12 -2.72973e-05 5.297124e-13
0.35 1.1 1.1 2.183468e-05 -2.37499e-12 -2.18347e-05 2.431497e-13
0.4 1.1 1.1 1.650246e-05 -1.62448e-12 -1.65025e-05 1.217457e-13
0.45 1.1 1.1 1.14184e-05 -1.08624e-12 -1.14184e-05 6.43325e-14
0.5 1.1 1.1 6.854488e-06 -6.95444e-13 -6.85449e-06 3.316419e-14
0.55 1.1 1.1 3.298312e-06 -4.13891e-13 -3.29831e-06 1.516324e-14
0.6 1.1 1.1 1.186823e-06 -2.17604e-13 -1.18682e-06 6.02122e-15
0.65 1.1 1.1 3.234133e-07 -1.08358e-13 -3.23413e-07 2.587435e-15
0.7 1.1 1.1 7.11188e-08 -6.03961e-14 -7.11187e-08 1.650137e-15
0.75 1.1 1.1 1.315382e-08 -3.64153e-14 -1.31538e-08 1.451896e-15
0.8 1.1 1.1 2.15e-09 -2.13163e-14 -2.14998e-09 1.417842e-15
0.85 1.1 1.1 3.270882e-10 -1.06581e-14 -3.27079e-10 1.412753e-15
0.9 1.1 1.1 4.787215e-11 -4.44089e-15 -4.78692e-11 1.412004e-15
0.95 1.1 1.1 6.8424e-12 -2.66454e-15 -6.84165e-12 1.411846e-15
1.0 1.1 1.1 9.571917e-13 -3.55271e-15 -9.54828e-13 1.411766e-15
1.05 1.1 1.1 1.242496e-13 -4.44089e-15 -1.21858e-13 1.411698e-15
1.1 1.1 1.1 -5.15476e-18 -8.88178e-16 -5.15476e-18 1.411634e-15
